Customer_ID,Retention_Strategy,Recommended_Strategy,Churn_Probability,Projected_Churn,Lifetime_Value
CUST_ZK08KO,Loyalty Program,Loyalty Programs,0.29,0.261,8197.22
CUST_3Y5XC1,Email Campaign,Standard Communication,0.76,0.76,4107.26
CUST_0B3HBP,Discount,Re-engagement Campaign,0.23,0.2024,2490.23
CUST_NHSOKV,Email Campaign,Standard Communication,0.07,0.07,1660.82
CUST_XUAFJH,Discount,VIP Treatment,0.69,0.5864999999999999,8974.45
CUST_1XTFQ3,Loyalty Program,Standard Communication,0.06,0.06,183.73
CUST_EIDYCI,Email Campaign,VIP Treatment,0.65,0.5525,7533.16
CUST_DMTDBX,Email Campaign,Discounts,0.49,0.45080000000000003,7960.07
CUST_1ZX8I0,Discount,VIP Treatment,0.93,0.7905,6698.74
CUST_G1DVPH,Discount,Standard Communication,0.6,0.6,2090.96
CUST_7E555Z,Email Campaign,Loyalty Programs,0.21,0.189,5507.96
CUST_E0CBNZ,Loyalty Program,Standard Communication,0.89,0.89,3691.41
CUST_6PN7PQ,Email Campaign,Loyalty Programs,0.09,0.081,8040.06
CUST_2FC486,Discount,VIP Treatment,1.0,0.85,8922.5
CUST_VYN3FD,Loyalty Program,Discounts,0.53,0.48760000000000003,680.59
CUST_CMCKEB,Loyalty Program,Loyalty Programs,0.14,0.12600000000000003,6520.19
CUST_4NIP2X,Email Campaign,Standard Communication,0.97,0.97,5072.85
CUST_IXDFFL,Email Campaign,VIP Treatment,0.68,0.5780000000000001,8020.6
CUST_LHRG0W,Discount,Standard Communication,0.24,0.24,4976.37
CUST_X471DE,Discount,Loyalty Programs,0.2,0.18000000000000002,9821.56
CUST_JJ4CZQ,Discount,VIP Treatment,0.91,0.7735,9014.6
CUST_YSKCTI,Loyalty Program,Loyalty Programs,0.23,0.20700000000000002,7018.88
CUST_P2OB3Z,Discount,Discounts,0.58,0.5336,5257.46
CUST_Z8ODQB,Loyalty Program,Discounts,0.59,0.5428,816.41
CUST_3QFS2A,Email Campaign,Standard Communication,0.61,0.61,5812.02
CUST_K1DUA7,Loyalty Program,Discounts,0.41,0.3772,6579.95
CUST_OJT13J,Email Campaign,Loyalty Programs,0.08,0.07200000000000001,2192.96
CUST_OIGYN3,Loyalty Program,VIP Treatment,0.79,0.6715,9168.34
CUST_9MUWXV,Email Campaign,VIP Treatment,0.77,0.6545,9658.28
CUST_CHU2LE,Loyalty Program,Discounts,0.31,0.2852,3400.39
CUST_8555XB,Discount,Standard Communication,0.95,0.95,3939.79
CUST_L5KD1Z,Email Campaign,Re-engagement Campaign,0.27,0.2376,7459.45
CUST_BEXPW4,Email Campaign,Standard Communication,0.11,0.11,6102.81
CUST_WM6S4V,Discount,Discounts,0.33,0.30360000000000004,1618.04
CUST_YDWDX2,Email Campaign,Standard Communication,0.63,0.63,1020.24
CUST_AWZ946,Email Campaign,VIP Treatment,0.95,0.8075,8785.4
CUST_2W1IL4,Discount,Standard Communication,0.97,0.97,1822.79
CUST_97JC5I,Email Campaign,Discounts,0.37,0.34040000000000004,6745.49
CUST_JRTRTX,Discount,Discounts,0.32,0.2944,6084.96
CUST_YS2TD3,Discount,Standard Communication,0.81,0.81,5938.68
CUST_2VD3QX,Loyalty Program,Discounts,0.56,0.5152000000000001,5453.85
CUST_RDDYU0,Discount,Loyalty Programs,0.03,0.027,4777.97
CUST_UETP2T,Discount,Standard Communication,0.77,0.77,6248.39
CUST_KF77R5,Loyalty Program,Standard Communication,0.92,0.92,4132.34
CUST_4BLONF,Loyalty Program,Standard Communication,0.72,0.72,4375.07
CUST_FUXI8Q,Discount,Discounts,0.54,0.4968000000000001,9371.31
CUST_0LPFWE,Discount,VIP Treatment,0.91,0.7735,7927.83
CUST_XS6EO1,Discount,Standard Communication,0.81,0.81,2820.63
CUST_C296V3,Discount,Discounts,0.47,0.4324,9230.8
CUST_TCLHUG,Discount,Standard Communication,0.76,0.76,2542.07
CUST_WZ47MF,Email Campaign,Loyalty Programs,0.28,0.25200000000000006,1490.79
CUST_F5GLF7,Discount,Standard Communication,0.91,0.91,2995.48
CUST_92EBRB,Email Campaign,Standard Communication,0.14,0.14,9798.44
CUST_62KICU,Loyalty Program,Standard Communication,0.98,0.98,4236.92
CUST_QFSOIE,Email Campaign,Standard Communication,0.23,0.23,9509.66
CUST_KB35HL,Email Campaign,Standard Communication,0.1,0.1,1579.1
CUST_6GM7R2,Loyalty Program,Standard Communication,0.05,0.05,7159.31
CUST_A63S64,Loyalty Program,Standard Communication,0.28,0.28,1834.68
CUST_EQ2WZE,Email Campaign,Standard Communication,0.96,0.96,3987.13
CUST_WLYP2N,Loyalty Program,Loyalty Programs,0.1,0.09000000000000001,9853.35
CUST_4M675N,Email Campaign,Discounts,0.41,0.3772,9472.68
CUST_I785UJ,Loyalty Program,Discounts,0.41,0.3772,1966.38
CUST_9PH1V5,Loyalty Program,Standard Communication,0.11,0.11,4257.53
CUST_UB5B7G,Discount,VIP Treatment,0.88,0.748,9385.64
CUST_S8VK2R,Discount,Standard Communication,0.26,0.26,4415.25
CUST_9EPHJZ,Loyalty Program,Standard Communication,0.64,0.64,4184.42
CUST_LZWF01,Email Campaign,Discounts,0.39,0.3588,1466.76
CUST_I6HPE9,Discount,Standard Communication,0.97,0.97,3894.97
CUST_VO7098,Email Campaign,Standard Communication,0.27,0.27,8623.08
CUST_Q6UPKD,Email Campaign,Re-engagement Campaign,0.28,0.24640000000000004,7813.69
CUST_1AWKB8,Email Campaign,Re-engagement Campaign,0.01,0.0088,7301.22
CUST_C4WIDX,Email Campaign,Re-engagement Campaign,0.02,0.0176,9689.16
CUST_70D10Q,Discount,VIP Treatment,0.72,0.612,7920.87
CUST_3JVGIM,Email Campaign,Standard Communication,0.13,0.13,672.02
CUST_DHGKWJ,Email Campaign,Discounts,0.3,0.276,2319.28
CUST_0WXETA,Discount,Re-engagement Campaign,0.16,0.1408,8193.29
CUST_MILV9V,Loyalty Program,Standard Communication,0.26,0.26,7413.4
CUST_5Q3TJ3,Email Campaign,Loyalty Programs,0.27,0.24300000000000002,2161.36
CUST_UHQAN3,Discount,Re-engagement Campaign,0.15,0.132,8158.81
CUST_SYUHSU,Loyalty Program,Standard Communication,0.92,0.92,5985.85
CUST_066F3T,Discount,Discounts,0.53,0.48760000000000003,5405.15
CUST_BH3LSN,Loyalty Program,Loyalty Programs,0.09,0.081,892.49
CUST_RSRT92,Email Campaign,Loyalty Programs,0.12,0.108,2230.5
CUST_VXKXVB,Loyalty Program,VIP Treatment,0.74,0.629,9516.82
CUST_O6ADHV,Discount,Standard Communication,0.96,0.96,1420.53
CUST_2YKE1R,Email Campaign,Standard Communication,0.71,0.71,4176.46
CUST_UZK6S8,Email Campaign,Standard Communication,0.84,0.84,1148.27
CUST_7SYF97,Loyalty Program,VIP Treatment,0.89,0.7565,7083.69
CUST_OTROSW,Loyalty Program,Standard Communication,0.03,0.03,7933.58
CUST_S7GSF5,Loyalty Program,Standard Communication,0.75,0.75,5812.79
CUST_2U58HO,Loyalty Program,Standard Communication,0.93,0.93,3243.6
CUST_DKZWCX,Loyalty Program,Discounts,0.55,0.5060000000000001,4504.8
CUST_H6J159,Loyalty Program,Standard Communication,0.89,0.89,2451.06
CUST_S7DC53,Loyalty Program,Standard Communication,0.26,0.26,5952.95
CUST_NUIG34,Discount,Standard Communication,0.7,0.7,6131.99
CUST_6IVX2M,Email Campaign,Loyalty Programs,0.04,0.036000000000000004,414.9
CUST_AICXFU,Loyalty Program,Standard Communication,0.25,0.25,909.44
CUST_XYPPBN,Discount,Discounts,0.54,0.4968000000000001,2927.24
CUST_W7OM5N,Loyalty Program,Discounts,0.42,0.3864,6451.08
CUST_PFBRN1,Discount,Standard Communication,0.89,0.89,707.79
CUST_Y65OIA,Loyalty Program,Standard Communication,0.11,0.11,8504.39
CUST_MXB01S,Email Campaign,Discounts,0.34,0.3128,5800.91
CUST_1GEAAI,Discount,VIP Treatment,0.67,0.5695,8396.76
CUST_3CXJCC,Loyalty Program,Discounts,0.49,0.45080000000000003,4755.42
CUST_U8OSLU,Discount,Discounts,0.58,0.5336,4860.15
CUST_W6XP9N,Loyalty Program,Standard Communication,0.61,0.61,6386.78
CUST_1ZCSG3,Loyalty Program,Loyalty Programs,0.08,0.07200000000000001,515.4
CUST_OPVYLG,Email Campaign,Standard Communication,0.12,0.12,1232.64
CUST_YQ3092,Loyalty Program,Discounts,0.46,0.4232,6353.96
CUST_8VKOQ3,Loyalty Program,Discounts,0.55,0.5060000000000001,1072.25
CUST_OPJ5XG,Discount,Re-engagement Campaign,0.14,0.12320000000000002,3022.44
CUST_VMMEX8,Email Campaign,Discounts,0.55,0.5060000000000001,1499.18
CUST_EREJIC,Loyalty Program,Loyalty Programs,0.16,0.14400000000000002,3476.42
CUST_7MCFUQ,Discount,Re-engagement Campaign,0.25,0.22,1595.1
CUST_8YSY1D,Discount,Discounts,0.48,0.4416,7650.96
CUST_AA8PYZ,Discount,Re-engagement Campaign,0.05,0.044000000000000004,7731.59
CUST_94PJDG,Discount,Standard Communication,0.97,0.97,368.8
CUST_XNDMXR,Loyalty Program,VIP Treatment,0.83,0.7054999999999999,9912.8
CUST_KH5P1U,Discount,Discounts,0.58,0.5336,930.28
CUST_9VQX7T,Loyalty Program,Standard Communication,0.61,0.61,4464.39
CUST_6S3XLU,Loyalty Program,Standard Communication,0.07,0.07,9853.74
CUST_M136TY,Loyalty Program,Standard Communication,0.06,0.06,933.88
CUST_6HWH5W,Loyalty Program,VIP Treatment,0.67,0.5695,8979.36
CUST_SEPBHO,Loyalty Program,Discounts,0.35,0.322,5294.45
CUST_Y04UD6,Email Campaign,Re-engagement Campaign,0.13,0.1144,5658.01
CUST_CJE3M4,Loyalty Program,Discounts,0.45,0.41400000000000003,8602.16
CUST_DO57WT,Loyalty Program,Standard Communication,0.97,0.97,4017.04
CUST_L1ER3V,Loyalty Program,Discounts,0.43,0.3956,8540.57
CUST_FHTQRM,Discount,Standard Communication,0.99,0.99,660.36
CUST_6VOX4R,Email Campaign,Standard Communication,0.26,0.26,9721.67
CUST_C4PF2L,Discount,Discounts,0.4,0.36800000000000005,3658.36
CUST_D7PHAG,Loyalty Program,Discounts,0.58,0.5336,9189.78
CUST_WUCVYA,Loyalty Program,Re-engagement Campaign,0.85,0.748,561.81
CUST_TD00MP,Loyalty Program,Discounts,0.58,0.5336,3296.02
CUST_TEJFCH,Loyalty Program,VIP Treatment,0.99,0.8415,6927.86
CUST_XA4KJU,Loyalty Program,Discounts,0.4,0.36800000000000005,8726.66
CUST_R1JZY3,Discount,Loyalty Programs,0.18,0.162,5489.75
CUST_1T7F9B,Loyalty Program,Discounts,0.48,0.4416,8487.61
CUST_4RDCAV,Loyalty Program,Discounts,0.53,0.48760000000000003,4763.67
CUST_L5B2LT,Email Campaign,Discounts,0.45,0.41400000000000003,3349.36
CUST_AGC9JS,Loyalty Program,Discounts,0.4,0.36800000000000005,7134.56
CUST_XZ71VX,Discount,Discounts,0.4,0.36800000000000005,1870.12
CUST_1L0VUS,Loyalty Program,Standard Communication,0.61,0.61,1970.64
CUST_S27ZDH,Loyalty Program,Standard Communication,0.82,0.82,2195.74
CUST_TG5FFY,Loyalty Program,Standard Communication,0.04,0.04,2521.62
CUST_3PZLR0,Email Campaign,Re-engagement Campaign,0.69,0.6072,4936.54
CUST_5IN01M,Email Campaign,Re-engagement Campaign,0.12,0.1056,1630.93
CUST_G2NX0E,Discount,VIP Treatment,0.93,0.7905,7721.86
CUST_YJH6WO,Email Campaign,Discounts,0.42,0.3864,5589.18
CUST_SVE8J7,Discount,VIP Treatment,0.68,0.5780000000000001,8313.72
CUST_WMAZD7,Loyalty Program,Discounts,0.41,0.3772,312.15
CUST_0SLMYH,Loyalty Program,Discounts,0.48,0.4416,1551.01
CUST_EZJ1HI,Discount,Standard Communication,0.78,0.78,1472.52
CUST_IXR28K,Email Campaign,Loyalty Programs,0.28,0.25200000000000006,2290.77
CUST_4GFGQY,Discount,VIP Treatment,0.64,0.544,8312.19
CUST_H35W26,Email Campaign,Standard Communication,0.68,0.68,5619.15
CUST_U8OQNU,Discount,Standard Communication,0.02,0.02,6124.06
CUST_TV1Y6K,Loyalty Program,Discounts,0.4,0.36800000000000005,3424.6
CUST_I5S3FA,Email Campaign,Discounts,0.55,0.5060000000000001,3655.45
CUST_546VJB,Discount,Discounts,0.41,0.3772,2004.72
CUST_ZR6IZN,Loyalty Program,VIP Treatment,0.63,0.5355,9316.93
CUST_VMQNS4,Email Campaign,Standard Communication,0.73,0.73,1470.06
CUST_ELGRE6,Loyalty Program,VIP Treatment,0.81,0.6885,8384.05
CUST_OFRD44,Email Campaign,VIP Treatment,0.66,0.561,7494.95
CUST_0YQJJ7,Loyalty Program,Discounts,0.34,0.3128,9181.01
CUST_2ADZ2Z,Email Campaign,VIP Treatment,0.93,0.7905,8651.86
CUST_S33T5Y,Loyalty Program,Discounts,0.5,0.46,2779.84
CUST_U9XZ5U,Email Campaign,Discounts,0.36,0.3312,7853.11
CUST_N4VTQ0,Email Campaign,Standard Communication,0.78,0.78,3452.27
CUST_5YZKIY,Discount,Discounts,0.37,0.34040000000000004,138.63
CUST_6FAFWC,Discount,Standard Communication,0.79,0.79,4226.73
CUST_N5QW9W,Email Campaign,Standard Communication,0.73,0.73,5662.56
CUST_S85RH6,Loyalty Program,Standard Communication,0.9,0.9,4853.34
CUST_3LBICH,Email Campaign,VIP Treatment,0.68,0.5780000000000001,9962.15
CUST_6L3HPO,Discount,Standard Communication,0.99,0.99,2469.19
CUST_I9XK7J,Discount,Re-engagement Campaign,0.27,0.2376,8290.62
CUST_94FPKF,Email Campaign,Discounts,0.49,0.45080000000000003,1086.76
CUST_5VDJHE,Loyalty Program,VIP Treatment,0.61,0.5185,8542.05
CUST_F5NKPN,Loyalty Program,Discounts,0.54,0.4968000000000001,7903.26
CUST_1WEMTE,Discount,Standard Communication,0.86,0.86,1043.22
CUST_MY6GWU,Email Campaign,Standard Communication,0.92,0.92,379.59
CUST_NVG4J2,Email Campaign,Standard Communication,0.91,0.91,4020.38
CUST_FZ77S2,Discount,Discounts,0.49,0.45080000000000003,8055.4
CUST_JPK3AL,Discount,Re-engagement Campaign,0.97,0.8536,1389.15
CUST_DJJJGB,Loyalty Program,Standard Communication,0.2,0.2,9121.15
CUST_Z3OXZ3,Loyalty Program,Standard Communication,0.67,0.67,1811.67
CUST_WCIP5R,Loyalty Program,Standard Communication,0.14,0.14,4867.57
CUST_ZWPOQH,Discount,Discounts,0.32,0.2944,1915.0
CUST_8EIX0D,Loyalty Program,Standard Communication,0.75,0.75,5125.49
CUST_FD0BVN,Discount,Standard Communication,0.85,0.85,416.65
CUST_Y8IHPX,Discount,Standard Communication,0.65,0.65,3763.29
CUST_E7FFU1,Loyalty Program,Discounts,0.36,0.3312,1684.73
CUST_0A5OIQ,Email Campaign,Standard Communication,0.68,0.68,6465.26
CUST_PH2VY8,Email Campaign,Discounts,0.51,0.4692,5520.83
CUST_1ZEZ5X,Email Campaign,Discounts,0.44,0.4048,5609.06
CUST_M50UP6,Email Campaign,Standard Communication,0.92,0.92,173.26
CUST_W92W2I,Email Campaign,Standard Communication,0.95,0.95,3166.74
CUST_DX8CHY,Loyalty Program,Discounts,0.54,0.4968000000000001,2852.12
CUST_OOUW1K,Email Campaign,Standard Communication,0.09,0.09,2238.02
CUST_EU6MAY,Discount,Standard Communication,0.77,0.77,1080.78
CUST_U3FNE8,Loyalty Program,Discounts,0.4,0.36800000000000005,2986.86
CUST_D8OFIC,Email Campaign,VIP Treatment,0.74,0.629,9624.87
CUST_BGO6NR,Discount,Re-engagement Campaign,0.07,0.06160000000000001,3890.98
CUST_NXEQ9J,Loyalty Program,Standard Communication,0.03,0.03,8343.47
CUST_6CYBKL,Discount,Standard Communication,0.77,0.77,4011.73
CUST_MYXG3T,Email Campaign,Discounts,0.53,0.48760000000000003,1494.28
CUST_87NXUI,Discount,Standard Communication,0.9,0.9,268.27
CUST_2Z70SE,Discount,Standard Communication,0.16,0.16,9789.0
CUST_VSCL4Q,Email Campaign,Loyalty Programs,0.14,0.12600000000000003,8363.01
CUST_TL2JRX,Loyalty Program,Discounts,0.41,0.3772,454.71
CUST_NE2GOV,Loyalty Program,Standard Communication,0.88,0.88,2525.24
CUST_0VXCAC,Discount,Standard Communication,1.0,1.0,3930.46
CUST_H6BANA,Loyalty Program,Discounts,0.35,0.322,3499.19
CUST_27WFTO,Email Campaign,Standard Communication,0.22,0.22,7573.66
CUST_GCF3EX,Loyalty Program,Standard Communication,0.81,0.81,4855.08
CUST_VL787U,Loyalty Program,Discounts,0.33,0.30360000000000004,4494.55
CUST_40B9WM,Loyalty Program,Standard Communication,0.28,0.28,7501.11
CUST_SXPFGD,Discount,VIP Treatment,0.93,0.7905,7436.84
CUST_44RAHP,Email Campaign,Discounts,0.33,0.30360000000000004,5626.54
CUST_ILU9HZ,Email Campaign,Discounts,0.37,0.34040000000000004,9732.05
CUST_P1H67I,Loyalty Program,Loyalty Programs,0.22,0.198,9307.39
CUST_R3GBC2,Loyalty Program,Standard Communication,0.1,0.1,2496.14
CUST_2H6NZP,Loyalty Program,Discounts,0.41,0.3772,8998.87
CUST_WGMVGW,Loyalty Program,VIP Treatment,0.79,0.6715,9174.43
CUST_FWCPTF,Email Campaign,Standard Communication,0.8,0.8,6097.26
CUST_PLH4X1,Email Campaign,Discounts,0.57,0.5244,9157.77
CUST_683JS7,Loyalty Program,Standard Communication,0.8,0.8,2818.06
CUST_IMTJAN,Email Campaign,Re-engagement Campaign,0.21,0.1848,7805.42
CUST_QT4CEH,Loyalty Program,Discounts,0.5,0.46,633.84
CUST_A2GV92,Email Campaign,Standard Communication,0.26,0.26,3619.04
CUST_A2U1CC,Discount,Re-engagement Campaign,0.29,0.2552,8374.01
CUST_DU0E1O,Loyalty Program,Discounts,0.4,0.36800000000000005,9187.57
CUST_SETZ84,Email Campaign,Standard Communication,0.13,0.13,4052.21
CUST_J50HG1,Email Campaign,Standard Communication,0.71,0.71,1751.08
CUST_L8ADVQ,Loyalty Program,Standard Communication,0.68,0.68,3557.55
CUST_OESG4D,Loyalty Program,Discounts,0.4,0.36800000000000005,5900.33
CUST_T4RGMR,Email Campaign,Re-engagement Campaign,0.76,0.6688000000000001,5947.09
CUST_4Q2BXV,Loyalty Program,Standard Communication,0.66,0.66,3086.71
CUST_FPQ0T4,Loyalty Program,Discounts,0.54,0.4968000000000001,8934.98
CUST_MKI099,Email Campaign,Standard Communication,0.61,0.61,4550.33
CUST_XEXNX2,Discount,VIP Treatment,0.85,0.7224999999999999,7604.02
CUST_ON1RIF,Discount,Standard Communication,0.03,0.03,2731.61
CUST_M61N35,Discount,Standard Communication,0.63,0.63,6215.28
CUST_LTSGEM,Email Campaign,Standard Communication,0.62,0.62,439.06
CUST_0FDTYG,Email Campaign,VIP Treatment,0.83,0.7054999999999999,6898.37
CUST_S5PMWX,Discount,Re-engagement Campaign,0.16,0.1408,4051.85
CUST_W11HDZ,Email Campaign,Standard Communication,0.75,0.75,1448.37
CUST_8IB9HO,Email Campaign,Discounts,0.58,0.5336,4076.41
CUST_C05AO2,Email Campaign,Standard Communication,0.19,0.19,7158.85
CUST_I6BSN0,Email Campaign,Loyalty Programs,0.03,0.027,1105.89
CUST_NRJ3XG,Email Campaign,VIP Treatment,0.73,0.6204999999999999,8095.88
CUST_TM23MX,Email Campaign,VIP Treatment,0.61,0.5185,8287.11
CUST_Z1G0ZO,Loyalty Program,Standard Communication,0.93,0.93,6599.97
CUST_HKAJ5C,Email Campaign,Discounts,0.51,0.4692,4482.0
CUST_0FZP2D,Email Campaign,Discounts,0.52,0.47840000000000005,5868.0
CUST_W2XTND,Loyalty Program,Loyalty Programs,0.04,0.036000000000000004,7885.32
CUST_YCQVER,Discount,Standard Communication,0.18,0.18,4481.07
CUST_5O9HWS,Loyalty Program,Standard Communication,0.02,0.02,4455.39
CUST_U10HL0,Discount,Re-engagement Campaign,0.2,0.17600000000000002,8417.66
CUST_2IHVC3,Loyalty Program,Standard Communication,0.79,0.79,4032.06
CUST_FO8TCM,Email Campaign,Standard Communication,0.71,0.71,3303.85
CUST_21CJFO,Discount,Standard Communication,0.99,0.99,4785.7
CUST_XPZDUX,Loyalty Program,Discounts,0.42,0.3864,2839.23
CUST_9FAX9S,Email Campaign,Standard Communication,0.12,0.12,8305.29
CUST_VB1HL4,Discount,Standard Communication,0.76,0.76,1175.65
CUST_PNOJDB,Discount,Re-engagement Campaign,0.9,0.792,941.46
CUST_GVEVQA,Discount,Standard Communication,0.22,0.22,5153.53
CUST_LNFFFH,Loyalty Program,VIP Treatment,0.64,0.544,9960.69
CUST_58N0MJ,Discount,Standard Communication,0.07,0.07,5674.66
CUST_TNH0GI,Discount,Standard Communication,0.99,0.99,6031.65
CUST_394I8F,Loyalty Program,Re-engagement Campaign,0.24,0.2112,8198.36
CUST_1EOUE4,Email Campaign,Standard Communication,0.99,0.99,473.84
CUST_5346LH,Loyalty Program,Discounts,0.39,0.3588,6168.17
CUST_ZQ35HY,Loyalty Program,Standard Communication,0.64,0.64,5982.02
CUST_4XDTV4,Loyalty Program,VIP Treatment,0.99,0.8415,9652.1
CUST_URPGCG,Loyalty Program,Standard Communication,0.72,0.72,6525.09
CUST_NLNESP,Email Campaign,Standard Communication,0.67,0.67,2735.43
CUST_R2YTGY,Discount,Discounts,0.35,0.322,6188.89
CUST_Z6TO21,Discount,Re-engagement Campaign,0.04,0.0352,3771.69
CUST_FBWQ7E,Discount,Standard Communication,0.91,0.91,5599.88
CUST_FGP77J,Email Campaign,Discounts,0.38,0.3496,9280.19
CUST_MRECG1,Discount,Standard Communication,0.63,0.63,6368.47
CUST_4G31FR,Discount,Discounts,0.41,0.3772,6520.92
CUST_SA0AGV,Loyalty Program,Standard Communication,1.0,1.0,1059.13
CUST_KMZ7E2,Email Campaign,Standard Communication,0.81,0.81,2974.14
CUST_0470SN,Email Campaign,Discounts,0.38,0.3496,9287.18
CUST_UP0TM4,Loyalty Program,Standard Communication,0.1,0.1,3570.96
CUST_X0PAD0,Discount,Standard Communication,0.15,0.15,2889.64
CUST_9VSZG3,Email Campaign,Discounts,0.34,0.3128,312.25
CUST_V3W8FK,Discount,Standard Communication,0.1,0.1,4496.53
CUST_F5MLL2,Email Campaign,Standard Communication,0.21,0.21,3272.35
CUST_MO2O8P,Discount,Standard Communication,0.94,0.94,4519.17
CUST_FM78P5,Loyalty Program,Standard Communication,0.95,0.95,1809.21
CUST_A0MPCZ,Loyalty Program,Discounts,0.41,0.3772,2205.54
CUST_SQAY60,Email Campaign,Discounts,0.41,0.3772,308.25
CUST_QZEC4T,Email Campaign,Discounts,0.55,0.5060000000000001,3073.09
CUST_67BEMA,Discount,VIP Treatment,0.61,0.5185,8188.25
CUST_V0PSRL,Discount,Discounts,0.36,0.3312,9681.35
CUST_MHYFO8,Discount,Re-engagement Campaign,0.94,0.8271999999999999,4376.26
CUST_WLQVJC,Email Campaign,VIP Treatment,0.96,0.816,7236.25
CUST_I1HW51,Loyalty Program,Standard Communication,0.22,0.22,1062.15
CUST_3YPYWS,Discount,Discounts,0.43,0.3956,3294.85
CUST_MEYP8G,Loyalty Program,Discounts,0.3,0.276,6818.4
CUST_DKW67A,Loyalty Program,Standard Communication,0.02,0.02,6259.05
CUST_OYYHX0,Email Campaign,Standard Communication,0.85,0.85,4520.4
CUST_CDT85D,Email Campaign,Discounts,0.37,0.34040000000000004,9919.17
CUST_8SQUIC,Discount,Standard Communication,0.22,0.22,1562.36
CUST_BSO94V,Loyalty Program,Standard Communication,0.64,0.64,3200.85
CUST_R5KBEA,Discount,Re-engagement Campaign,0.88,0.7744,6495.99
CUST_CVKORZ,Email Campaign,Loyalty Programs,0.19,0.171,1796.68
CUST_1ZV91K,Discount,Standard Communication,0.67,0.67,470.19
CUST_RCGKLI,Discount,VIP Treatment,0.77,0.6545,8476.4
CUST_CT0S92,Email Campaign,Discounts,0.52,0.47840000000000005,609.12
CUST_FNXL92,Loyalty Program,Discounts,0.45,0.41400000000000003,7796.31
CUST_6W6D79,Email Campaign,VIP Treatment,0.64,0.544,8178.53
CUST_BT013L,Discount,Discounts,0.44,0.4048,5551.25
CUST_4SBR1A,Email Campaign,Standard Communication,0.89,0.89,6657.57
CUST_HZ74LO,Loyalty Program,Discounts,0.32,0.2944,4545.13
CUST_TZKLWO,Email Campaign,VIP Treatment,0.98,0.833,7509.25
CUST_X3PR5M,Email Campaign,Discounts,0.53,0.48760000000000003,4613.06
CUST_K0XXAO,Loyalty Program,Re-engagement Campaign,0.8,0.7040000000000001,492.81
CUST_WULZAU,Loyalty Program,Discounts,0.38,0.3496,4923.0
CUST_4TE1XJ,Discount,VIP Treatment,0.71,0.6034999999999999,9525.26
CUST_F2A0W4,Email Campaign,VIP Treatment,0.75,0.6375,7523.15
CUST_RKY270,Email Campaign,Discounts,0.37,0.34040000000000004,995.27
CUST_V6QLAT,Email Campaign,Discounts,0.32,0.2944,2111.63
CUST_DQZR4X,Email Campaign,VIP Treatment,0.87,0.7394999999999999,7916.51
CUST_BH0RD1,Discount,Standard Communication,0.86,0.86,4969.24
CUST_WX5OK2,Loyalty Program,Discounts,0.59,0.5428,5928.44
CUST_YMCKVV,Loyalty Program,Standard Communication,0.82,0.82,373.62
CUST_SO0L8L,Discount,Discounts,0.51,0.4692,5012.08
CUST_2ELJUA,Email Campaign,Standard Communication,0.22,0.22,7479.12
CUST_JJKCGX,Loyalty Program,Standard Communication,1.0,1.0,3157.87
CUST_QX76KW,Discount,Standard Communication,0.24,0.24,2150.6
CUST_33CZPX,Loyalty Program,Discounts,0.37,0.34040000000000004,4966.04
CUST_90R1BA,Email Campaign,VIP Treatment,0.63,0.5355,7185.67
CUST_QN0S47,Discount,VIP Treatment,0.6,0.51,8956.86
